,precision,recall,f1-score,support
facebook,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
instagram,0.92,0.9583333333333334,0.9387755102040817,24.0
orig,1.0,1.0,1.0,24.0
telegram,1.0,1.0,1.0,24.0
twitter,1.0,0.9583333333333334,0.9787234042553191,24.0
whatsapp,1.0,1.0,1.0,24.0
accuracy,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
macro avg,0.9727777777777779,0.9722222222222222,0.972360930187678,144.0
weighted avg,0.9727777777777776,0.9722222222222222,0.9723609301876779,144.0
