,precision,recall,f1-score,support
facebook,0.7142857142857143,0.8333333333333334,0.7692307692307692,24.0
instagram,0.37777777777777777,0.7083333333333334,0.49275362318840576,24.0
orig,0.5,0.20833333333333334,0.29411764705882354,24.0
telegram,0.6153846153846154,0.3333333333333333,0.43243243243243246,24.0
twitter,0.5806451612903226,0.75,0.6545454545454547,24.0
whatsapp,0.6470588235294118,0.4583333333333333,0.5365853658536585,24.0
accuracy,0.5486111111111112,0.5486111111111112,0.5486111111111112,0.5486111111111112
macro avg,0.572525348711307,0.5486111111111112,0.529944215384924,144.0
weighted avg,0.572525348711307,0.5486111111111112,0.529944215384924,144.0
