,precision,recall,f1-score,support
facebook,1.0,0.9166666666666666,0.9565217391304348,24.0
instagram,0.95,0.7916666666666666,0.8636363636363635,24.0
orig,1.0,1.0,1.0,24.0
telegram,0.96,1.0,0.9795918367346939,24.0
twitter,1.0,1.0,1.0,24.0
whatsapp,0.8275862068965517,1.0,0.9056603773584906,24.0
accuracy,0.9513888888888888,0.9513888888888888,0.9513888888888888,0.9513888888888888
macro avg,0.9562643678160919,0.9513888888888888,0.9509017194766637,144.0
weighted avg,0.9562643678160919,0.9513888888888888,0.9509017194766637,144.0
