,precision,recall,f1-score,support
facebook,0.9972972972972973,0.9584415584415584,0.9774834437086093,385.0
instagram,0.9556135770234987,0.9506493506493506,0.953125,385.0
orig,0.9974025974025974,0.9974025974025974,0.9974025974025974,385.0
telegram,0.9521410579345088,0.9792746113989638,0.9655172413793103,386.0
twitter,0.9846547314578005,1.0,0.9922680412371134,385.0
whatsapp,1.0,1.0,1.0,385.0
accuracy,0.9809606231068801,0.9809606231068801,0.9809606231068801,0.9809606231068801
macro avg,0.981184876852617,0.9809613529820783,0.9809660539546051,2311.0
weighted avg,0.9811723092113718,0.9809606231068801,0.980959369050851,2311.0
