,precision,recall,f1-score,support
facebook,0.92,0.9583333333333334,0.9387755102040817,24.0
instagram,0.96,1.0,0.9795918367346939,24.0
orig,1.0,0.9583333333333334,0.9787234042553191,24.0
telegram,1.0,1.0,1.0,24.0
twitter,1.0,0.9583333333333334,0.9787234042553191,24.0
whatsapp,1.0,1.0,1.0,24.0
accuracy,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666
macro avg,0.98,0.9791666666666666,0.9793023592415689,144.0
weighted avg,0.98,0.9791666666666666,0.979302359241569,144.0
