,precision,recall,f1-score,support
facebook,1.0,0.9948051948051948,0.9973958333333334,385.0
instagram,0.9973890339425587,0.9922077922077922,0.9947916666666666,385.0
orig,0.9897172236503856,1.0,0.9948320413436693,385.0
telegram,0.9974160206718347,1.0,0.9987063389391979,386.0
twitter,1.0,1.0,1.0,385.0
whatsapp,1.0,0.9974025974025974,0.9986996098829649,385.0
accuracy,0.9974037213327563,0.9974037213327563,0.9974037213327563,0.9974037213327563
macro avg,0.9974203797107964,0.9974025974025974,0.9974042483609721,2311.0
weighted avg,0.997420377824583,0.9974037213327563,0.9974048117926373,2311.0
