,precision,recall,f1-score,support
facebook,0.9558823529411765,0.5416666666666666,0.6914893617021276,240.0
instagram,0.14814814814814814,0.016666666666666666,0.0299625468164794,240.0
orig,0.31296572280178836,0.875,0.46103183315038415,240.0
telegram,0.7292993630573248,0.9744680851063829,0.8342440801457194,235.0
twitter,0.9554655870445344,0.9833333333333333,0.9691991786447638,240.0
whatsapp,0.025,0.004166666666666667,0.0071428571428571435,240.0
accuracy,0.5644599303135889,0.5644599303135889,0.5644599303135889,0.5644599303135889
macro avg,0.521126862332162,0.5658835697399528,0.49884497626705526,1435.0
weighted avg,0.520401522608381,0.5644599303135889,0.4976763382744466,1435.0
