,precision,recall,f1-score,support
facebook,0.7857142857142857,0.9166666666666666,0.8461538461538461,24.0
instagram,0.9047619047619048,0.7916666666666666,0.8444444444444444,24.0
orig,1.0,0.8333333333333334,0.9090909090909091,24.0
telegram,0.8148148148148148,0.9166666666666666,0.8627450980392156,24.0
twitter,0.9523809523809523,0.8333333333333334,0.888888888888889,24.0
whatsapp,0.8148148148148148,0.9166666666666666,0.8627450980392156,24.0
accuracy,0.8680555555555556,0.8680555555555556,0.8680555555555556,0.8680555555555556
macro avg,0.8787477954144621,0.8680555555555555,0.8690113807760866,144.0
weighted avg,0.8787477954144621,0.8680555555555556,0.8690113807760865,144.0
