,precision,recall,f1-score,support
facebook,1.0,0.9166666666666666,0.9565217391304348,24.0
instagram,0.96,1.0,0.9795918367346939,24.0
orig,1.0,1.0,1.0,24.0
telegram,0.96,1.0,0.9795918367346939,24.0
twitter,1.0,0.9583333333333334,0.9787234042553191,24.0
whatsapp,0.96,1.0,0.9795918367346939,24.0
accuracy,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666
macro avg,0.98,0.9791666666666666,0.9790034422649727,144.0
weighted avg,0.9799999999999999,0.9791666666666666,0.9790034422649726,144.0
