epoch,time
0,16.581150770187378
1,18.18986749649048
2,18.199856758117676
3,18.183995723724365
4,18.270277976989746
5,18.226563692092896
6,18.249154567718506
7,18.219358921051025
8,18.248308181762695
9,18.29324698448181
