epoch,time
0,16.00772213935852
1,10.300052404403687
2,10.453449726104736
3,10.586988925933838
4,10.69796347618103
5,14.719477415084839
6,10.649248361587524
7,10.563582181930542
8,10.853827238082886
9,11.040488719940186
10,10.762750387191772
11,10.944645881652832
12,11.158313751220703
13,14.988568782806396
14,15.0418860912323
15,11.112919569015503
16,11.3036789894104
17,11.295665740966797
18,10.921772956848145
19,11.3065664768219
0,15.438031911849976
1,11.27725863456726
2,11.168471813201904
3,11.987807750701904
4,15.118563890457153
5,11.459517002105713
6,15.366091966629028
7,11.27608036994934
8,11.232201099395752
9,11.142428398132324
10,11.496407270431519
11,11.422119617462158
12,11.502263307571411
13,11.590295553207397
14,15.21316146850586
15,15.162546873092651
16,15.325917720794678
17,15.161514282226562
18,11.242128133773804
19,11.507121086120605
