,precision,recall,f1-score,support
facebook,1.0,0.9974025974025974,0.9986996098829649,385.0
instagram,1.0,0.9948051948051948,0.9973958333333334,385.0
orig,0.9897172236503856,1.0,0.9948320413436693,385.0
telegram,1.0,1.0,1.0,386.0
twitter,1.0,1.0,1.0,385.0
whatsapp,1.0,0.9974025974025974,0.9986996098829649,385.0
accuracy,0.9982691475551709,0.9982691475551709,0.9982691475551709,0.9982691475551709
macro avg,0.998286203941731,0.9982683982683983,0.9982711824071554,2311.0
weighted avg,0.9982869455237553,0.9982691475551709,0.9982719304891947,2311.0
