epoch,time
0,20.941983222961426
1,14.298842668533325
2,14.982797622680664
3,15.031924486160278
4,15.070839643478394
5,11.837825059890747
6,14.75932240486145
7,15.436565160751343
8,14.963868856430054
9,10.73679780960083
10,15.477018117904663
11,14.603060245513916
12,15.452749490737915
13,15.077693700790405
14,15.29580307006836
15,15.246331930160522
16,15.013005495071411
17,14.728294372558594
18,14.737782716751099
19,10.507694721221924
0,15.42976450920105
1,15.638681650161743
2,14.677252054214478
3,11.086740493774414
4,14.424018621444702
5,14.71686840057373
6,10.768831253051758
7,14.68787169456482
8,10.458968877792358
9,14.893603324890137
10,14.877031803131104
11,14.716501235961914
12,14.958332538604736
13,11.332062244415283
14,11.028920888900757
15,11.734302282333374
16,11.208240270614624
17,11.560635805130005
18,10.730268716812134
19,10.749558448791504
