epoch,accuracy,loss,val_accuracy,val_loss
0,0.342334508895874,2.4801948070526123,0.811188817024231,1.3720043897628784
1,0.8588849902153015,1.0537086725234985,0.7342657446861267,0.9148563742637634
2,0.9033101201057434,0.6941652297973633,0.881118893623352,0.6660860776901245
3,0.9268292784690857,0.4435550272464752,0.9440559148788452,0.2410581111907959
4,0.9268292784690857,0.49959608912467957,0.9370629191398621,0.3207632005214691
5,0.9529616832733154,0.3335762023925781,0.7272727489471436,0.8775804042816162
6,0.9398954510688782,0.31559404730796814,0.9440559148788452,0.22306232154369354
7,0.9729965329170227,0.12173617631196976,0.9650349617004395,0.11272110044956207
8,0.9790940880775452,0.08025513589382172,0.9790209531784058,0.07900571823120117
9,0.9886759519577026,0.05717405676841736,0.9790209531784058,0.13290755450725555
10,0.9895470142364502,0.04925713315606117,0.9580419659614563,0.11596082150936127
11,0.9886759519577026,0.06854192167520523,0.9930070042610168,0.04879888519644737
12,0.99303138256073,0.04662778973579407,0.9930070042610168,0.024467136710882187
13,0.99303138256073,0.0382814034819603,0.9930070042610168,0.03995323181152344
14,0.9895470142364502,0.03786499425768852,0.9930070042610168,0.025113169103860855
15,0.9686411023139954,0.16497011482715607,0.9440559148788452,0.24745221436023712
16,0.950348436832428,0.3456963896751404,0.9230769276618958,0.3069465160369873
17,0.9695122241973877,0.14358629286289215,0.9160839319229126,0.19130896031856537
18,0.9364111423492432,0.38669973611831665,0.9510489702224731,0.31810131669044495
19,0.9581881761550903,0.2714252769947052,0.9510489702224731,0.14677424728870392
