epoch,accuracy,loss,val_accuracy,val_loss
0,0.4216027855873108,1.4859505891799927,0.440559446811676,3.751479387283325
1,0.6263065934181213,1.0293176174163818,0.7062937021255493,0.9560326933860779
2,0.7090592384338379,0.8411441445350647,0.7412587404251099,0.783719539642334
3,0.7168989777565002,0.7614543437957764,0.7412587404251099,0.6738557815551758
4,0.7491289377212524,0.7044894099235535,0.7762237787246704,0.641496479511261
5,0.7770034670829773,0.615449845790863,0.692307710647583,0.9222813248634338
6,0.7857142686843872,0.6126693487167358,0.7412587404251099,0.7473733425140381
7,0.8092334270477295,0.5895231366157532,0.7062937021255493,0.7604128122329712
8,0.8083623647689819,0.5765872597694397,0.748251736164093,0.7056795954704285
9,0.8222996592521667,0.542198896408081,0.7552447319030762,0.5751791000366211
10,0.842334508895874,0.4663596749305725,0.7902097702026367,0.7046959400177002
11,0.8475610017776489,0.47430509328842163,0.8321678042411804,0.4667479991912842
12,0.842334508895874,0.42922690510749817,0.7762237787246704,0.5878444314002991
13,0.8702090382575989,0.339518666267395,0.8951048851013184,0.34950509667396545
14,0.8702090382575989,0.3748598098754883,0.8321678042411804,0.46119844913482666
15,0.8824042081832886,0.31191113591194153,0.8461538553237915,0.5885872840881348
16,0.8789198398590088,0.37257421016693115,0.8461538553237915,0.3800320029258728
17,0.8850173950195312,0.3211074471473694,0.8531468510627747,0.36125868558883667
18,0.9050522446632385,0.2625875473022461,0.867132842540741,0.3481241762638092
19,0.9172474145889282,0.24405598640441895,0.8741258978843689,0.2930998206138611
20,0.9172474145889282,0.23712317645549774,0.9090909361839294,0.2512042224407196
21,0.9224738478660583,0.2196127325296402,0.8741258978843689,0.6828081011772156
22,0.9233449697494507,0.2172158658504486,0.881118893623352,0.3108897805213928
23,0.9181184768676758,0.27309298515319824,0.9020978808403015,0.2266523391008377
24,0.9398954510688782,0.1858190894126892,0.9440559148788452,0.19687509536743164
25,0.9329268336296082,0.19405515491962433,0.9020978808403015,0.26089558005332947
26,0.950348436832428,0.17164939641952515,0.8951048851013184,0.26118531823158264
27,0.9416376352310181,0.1714167594909668,0.9300699234008789,0.19593410193920135
28,0.950348436832428,0.1677573025226593,0.9160839319229126,0.21057747304439545
29,0.9459930062294006,0.1848519891500473,0.9160839319229126,0.16832633316516876
30,0.9599303007125854,0.13488616049289703,0.9510489702224731,0.18748441338539124
31,0.9529616832733154,0.1312524378299713,0.9090909361839294,0.21653957664966583
32,0.9477351903915405,0.1761518269777298,0.9580419659614563,0.149092435836792
33,0.9642857313156128,0.11646265536546707,0.9510489702224731,0.18305033445358276
34,0.9616724848747253,0.12021996080875397,0.9440559148788452,0.14597070217132568
35,0.9703832864761353,0.08534952253103256,0.9370629191398621,0.16907984018325806
36,0.9599303007125854,0.13526210188865662,0.8951048851013184,0.2779969274997711
37,0.9782230257987976,0.08283323049545288,0.9300699234008789,0.15323206782341003
38,0.9756097793579102,0.08750765770673752,0.9580419659614563,0.12068624794483185
39,0.9738675951957703,0.08447722345590591,0.9650349617004395,0.12201470881700516
40,0.9825783967971802,0.05380896106362343,0.9370629191398621,0.19403767585754395
41,0.9599303007125854,0.10362857580184937,0.9300699234008789,0.17949947714805603
42,0.9668989777565002,0.11112324893474579,0.9580419659614563,0.15838207304477692
43,0.9790940880775452,0.0688813105225563,0.9300699234008789,0.29191967844963074
44,0.9817073345184326,0.08090633898973465,0.9510489702224731,0.17462067306041718
45,0.9773519039154053,0.06004621088504791,0.9790209531784058,0.08523291349411011
46,0.9764808416366577,0.08087444305419922,0.8951048851013184,0.22902970016002655
47,0.9756097793579102,0.08715632557868958,0.9230769276618958,0.9052695035934448
48,0.9729965329170227,0.07621350884437561,0.9650349617004395,0.16904102265834808
49,0.9799651503562927,0.10316839814186096,0.9300699234008789,0.2253492921590805
