epoch,accuracy,loss,val_accuracy,val_loss
0,0.28658536076545715,3.6261258125305176,0.1678321659564972,61.59383773803711
1,0.3127177655696869,4.515073299407959,0.27272728085517883,6.7636566162109375
2,0.37020906805992126,1.69144606590271,0.24475523829460144,1.619873285293579
3,0.34756097197532654,2.4306118488311768,0.28671327233314514,1.7079554796218872
4,0.4181184768676758,1.9203174114227295,0.28671327233314514,1.7421813011169434
5,0.4982578456401825,1.2296812534332275,0.25874125957489014,2.200427532196045
6,0.6811846494674683,0.9636533260345459,0.3426573574542999,1.8553634881973267
7,0.7778745889663696,0.9399092793464661,0.5874125957489014,1.610425353050232
8,0.8597561120986938,1.3735326528549194,0.5524475574493408,1.0331389904022217
9,0.9155052304267883,0.5781970024108887,0.9370629191398621,0.2525809109210968
10,0.9337978959083557,0.40333092212677,0.9720279574394226,0.1478995382785797
11,0.9651567935943604,0.22676639258861542,0.9720279574394226,0.13235174119472504
12,0.9860627055168152,0.059431109577417374,0.9860140085220337,0.07643623650074005
13,0.9712543487548828,0.11677878350019455,0.9720279574394226,0.10655957460403442
14,0.9817073345184326,0.07417605817317963,0.9720279574394226,0.0774441584944725
15,0.9825783967971802,0.052940092980861664,0.9790209531784058,0.09379784017801285
16,0.9782230257987976,0.07492029666900635,0.9790209531784058,0.12005912512540817
17,0.9851916432380676,0.05655283480882645,0.9860140085220337,0.06812005490064621
18,0.99303138256073,0.03126482293009758,0.9860140085220337,0.05021914839744568
19,0.9764808416366577,0.3570369780063629,0.7342657446861267,3.6693482398986816
