epoch,accuracy,loss,val_accuracy,val_loss
0,0.8340727090835571,1.0242606401443481,0.9774988889694214,0.09213743358850479
1,0.9645098447799683,0.11382155865430832,0.9865859150886536,0.04995378851890564
2,0.9919389486312866,0.02410474605858326,1.0,0.000836986000649631
3,0.9890175461769104,0.0415133535861969,0.9809606075286865,0.05088195949792862
4,0.9777645468711853,0.09986628592014313,0.9995672702789307,0.009411070495843887
5,0.9962129592895508,0.014316726475954056,1.0,0.0021516282577067614
6,0.9992966651916504,0.0020790572743862867,1.0,6.442968879127875e-05
7,0.9962670207023621,0.018164196982979774,0.9991346001625061,0.006271339952945709
8,0.9863665699958801,0.05157623812556267,0.9969710111618042,0.009797933511435986
9,0.9976195693016052,0.008705375716090202,0.9943747520446777,0.014191408641636372
10,0.9922094941139221,0.026194939389824867,0.9987018704414368,0.009580912999808788
11,0.9909651875495911,0.046909891068935394,0.9337949156761169,0.2678510844707489
12,0.968946099281311,0.17297321557998657,0.9991346001625061,0.0030427563469856977
13,0.9957260489463806,0.018870020285248756,0.9974037408828735,0.008647903800010681
14,0.9996212720870972,0.002172578126192093,1.0,0.00010875947918975726
15,0.999945878982544,0.0002514327934477478,1.0,9.720326488604769e-06
16,0.9831746220588684,0.07726067304611206,0.9974037408828735,0.00977904349565506
17,0.9982687830924988,0.007009981200098991,1.0,4.842478665523231e-05
18,0.9996753931045532,0.0015618620673194528,0.9835569262504578,0.05784355849027634
19,0.9984851479530334,0.00636204844340682,1.0,0.00014494583592750132
