epoch,accuracy,loss,val_accuracy,val_loss
0,0.13599619269371033,3.810451030731201,0.09125475585460663,837.3196411132812
1,0.1502615362405777,3.6016862392425537,0.09125475585460663,92586.8125
2,0.1968616247177124,2.8029685020446777,0.04942965880036354,20.84369468688965
3,0.29243937134742737,2.2266690731048584,0.2015209197998047,4.880871295928955
4,0.46219685673713684,1.6897143125534058,0.3878327012062073,2.137683391571045
5,0.5606276988983154,1.4481871128082275,0.3612167239189148,2.471742630004883
6,0.6514503359794617,1.0482754707336426,0.5931559205055237,1.1990729570388794
7,0.6733238101005554,0.9810761213302612,0.661596953868866,0.9005388617515564
8,0.688064694404602,0.9547289609909058,0.3460076153278351,2.472864866256714
9,0.7061340808868408,0.8003155589103699,0.44486692547798157,2.048727035522461
10,0.6923442482948303,0.839583694934845,0.3460076153278351,4.677966117858887
11,0.7142177820205688,0.7664627432823181,0.6920152306556702,1.1509355306625366
12,0.7346647381782532,0.6527637243270874,0.2889733910560608,5.158710956573486
13,0.7365667819976807,0.6307049989700317,0.3802281320095062,4.634207248687744
14,0.7384688258171082,0.6268675327301025,0.6768060922622681,0.869579553604126
15,0.7332382202148438,0.6099062561988831,0.3916349709033966,2.9399075508117676
16,0.7375178337097168,0.5892601609230042,0.608364999294281,1.026524543762207
17,0.7593913674354553,0.5744924545288086,0.35741445422172546,3.710850715637207
18,0.7436994910240173,0.5664010643959045,0.35361215472221375,5.712542533874512
19,0.7536852359771729,0.5352391004562378,0.5437262654304504,1.3265222311019897
