epoch,accuracy,loss,val_accuracy,val_loss
0,0.12363290786743164,2.608217716217041,0.06463878601789474,2.5026192665100098
1,0.255825012922287,2.1746184825897217,0.15589353442192078,2.3621108531951904
2,0.3504517376422882,1.9184321165084839,0.23954372107982635,2.182222366333008
3,0.37755587697029114,1.7939972877502441,0.3498098850250244,1.8563036918640137
4,0.4474560022354126,1.6264533996582031,0.45627376437187195,1.702845573425293
5,0.48597243428230286,1.525217056274414,0.45627376437187195,1.5796478986740112
6,0.5111744999885559,1.4527848958969116,0.5589353442192078,1.3696073293685913
7,0.5411317348480225,1.3455297946929932,0.5285171270370483,1.36648690700531
8,0.5553970336914062,1.2826882600784302,0.5399239659309387,1.2946301698684692
9,0.5649072527885437,1.2473936080932617,0.5931559205055237,1.2054028511047363
