epoch,accuracy,loss,val_accuracy,val_loss
0,0.9233391284942627,0.24052117764949799,0.9753353595733643,0.07345104962587357
1,0.9805237054824829,0.07016563415527344,0.9961056113243103,0.027038048952817917
2,0.9902077317237854,0.03970324620604515,0.9913457632064819,0.03456071764230728
3,0.9936161041259766,0.032055120915174484,0.9995672702789307,0.011938683688640594
4,0.9956178069114685,0.02413310296833515,0.9978364109992981,0.01335238665342331
5,0.9968080520629883,0.018641171976923943,0.9995672702789307,0.010130764916539192
6,0.9966457486152649,0.021677182987332344,0.9987018704414368,0.013353788293898106
7,0.9976195693016052,0.01592840440571308,1.0,0.007941976189613342
8,0.9969703555107117,0.017848454415798187,1.0,0.007301241625100374
9,0.9969703555107117,0.01801423355937004,0.9974037408828735,0.013751753605902195
