epoch,time
0,47.36186337471008
1,46.283440351486206
2,41.302666664123535
3,45.591779708862305
4,41.28711152076721
5,42.067829608917236
6,42.17053556442261
7,42.31680464744568
8,42.07677364349365
9,42.032853841781616
