epoch,time
0,11.921407461166382
1,11.146121978759766
2,11.19529938697815
3,11.196375846862793
4,11.291251182556152
5,11.260347127914429
6,11.316176891326904
7,11.30131721496582
8,11.356680631637573
9,11.380687713623047
10,11.44018268585205
11,11.364611625671387
12,11.423397302627563
13,11.444119215011597
14,11.559953927993774
15,11.509029388427734
16,11.466933250427246
17,11.565340518951416
18,11.528621196746826
19,11.566904783248901
20,11.534135103225708
21,11.490392923355103
22,11.466480255126953
23,11.504978656768799
24,11.520519256591797
25,11.473754405975342
26,11.4674813747406
27,11.613980531692505
28,11.526542901992798
29,11.494014501571655
30,11.422541618347168
31,11.480959177017212
32,11.5073823928833
33,11.596997022628784
34,11.432600498199463
35,11.334453105926514
36,11.286306381225586
37,11.30369234085083
38,11.320298910140991
39,11.263874769210815
40,11.29767107963562
41,11.300215721130371
42,11.304110288619995
43,11.25748348236084
44,11.287381410598755
45,11.249535083770752
46,11.319112539291382
47,11.246059656143188
48,11.290446996688843
49,11.351691246032715
50,11.318284273147583
51,11.302369356155396
52,11.334054708480835
53,11.270002365112305
54,11.310630321502686
55,11.293233156204224
56,11.310266971588135
57,11.282262802124023
58,11.255247354507446
59,11.316460132598877
60,11.297997236251831
61,11.407400608062744
62,11.299179553985596
63,11.270009756088257
64,11.318235397338867
65,11.456319808959961
66,11.35211992263794
67,11.253701210021973
68,11.368575811386108
69,11.33118200302124
70,11.284228086471558
71,11.361385107040405
72,11.302638053894043
73,11.351325988769531
74,11.403285264968872
75,11.34627628326416
76,11.39075231552124
77,11.377999305725098
78,11.398040533065796
79,11.398384809494019
80,11.417504072189331
81,11.34340214729309
82,11.41825246810913
83,11.330726861953735
84,11.41379427909851
85,11.223420858383179
86,11.271105289459229
87,11.299705505371094
88,11.369452476501465
89,11.39625883102417
90,11.335891246795654
91,11.386098384857178
92,11.40211796760559
93,11.383200645446777
94,11.471036434173584
95,11.394530534744263
96,11.387211322784424
97,11.372069120407104
98,11.369790315628052
99,11.455419778823853
100,11.377462148666382
101,11.394914865493774
102,11.354900598526001
103,11.377281904220581
104,11.372512340545654
105,11.39428186416626
106,11.378915548324585
107,11.36518144607544
108,11.362967014312744
109,11.429800748825073
110,11.421913623809814
111,11.342697381973267
112,11.317706823348999
113,11.372795343399048
114,11.35582160949707
115,11.312599420547485
116,11.338824272155762
117,11.343299388885498
118,11.328757286071777
119,11.338152885437012
120,11.284900903701782
121,11.36447525024414
122,11.284824848175049
123,11.305543661117554
124,11.267428159713745
125,11.319142818450928
126,11.361526727676392
127,11.41226863861084
128,11.403327703475952
129,11.425745725631714
130,11.378675937652588
131,11.409707307815552
132,11.402671575546265
133,11.502939939498901
134,11.42923903465271
135,11.335551261901855
136,11.3768470287323
137,11.382065296173096
138,11.320836544036865
139,11.330809831619263
140,11.433746576309204
141,11.373246908187866
142,11.391227006912231
143,11.35797929763794
144,11.29770827293396
145,11.373323202133179
146,11.33167576789856
147,11.257126569747925
148,11.373935222625732
149,11.347614765167236
150,11.40727972984314
151,11.788150787353516
152,11.629204273223877
153,11.618059158325195
154,11.677595376968384
155,11.670275688171387
156,11.62342381477356
157,11.624376773834229
158,11.687637090682983
159,11.688804864883423
160,11.65206003189087
161,11.573639154434204
