epoch,time
0,12.738273620605469
1,7.381417274475098
2,7.403029680252075
3,7.440773963928223
4,2.8986308574676514
5,7.453967094421387
6,7.399885892868042
7,7.374887704849243
8,7.752845048904419
9,7.478955984115601
10,7.426085948944092
11,7.450357437133789
12,7.354998588562012
13,7.393983364105225
14,7.450545787811279
15,7.420102596282959
16,7.477874755859375
17,7.61029839515686
18,7.589514493942261
19,7.579937934875488
