epoch,time
0,5.377215147018433
1,7.250641822814941
2,7.289815902709961
3,7.302659749984741
4,7.2679359912872314
5,7.286186456680298
6,7.277693510055542
7,7.29581880569458
8,7.291969060897827
9,7.291414499282837
10,7.311411619186401
11,7.290684938430786
12,7.328469514846802
13,7.3336501121521
14,7.341066598892212
15,7.313111782073975
16,7.2993996143341064
17,7.331260919570923
18,7.323514938354492
19,7.340733528137207
20,7.320606708526611
21,7.32405686378479
22,7.325343370437622
23,7.31557559967041
24,7.332157135009766
25,7.354140043258667
26,7.3377602100372314
27,7.346503973007202
28,7.348121404647827
29,7.355994462966919
30,7.3574206829071045
31,7.346824407577515
32,7.351454973220825
33,7.3552703857421875
34,7.361050605773926
35,7.368052244186401
36,7.366530895233154
37,7.3479156494140625
38,7.344352960586548
39,7.379754543304443
40,7.353506326675415
41,7.362793445587158
42,7.3706066608428955
43,7.376856803894043
44,7.348639249801636
45,7.354903936386108
46,7.365708589553833
47,7.37618088722229
48,7.3705878257751465
49,7.363844394683838
