epoch,time
0,4.877549886703491
1,6.879385232925415
2,6.93883752822876
3,6.921844244003296
4,7.102350950241089
5,7.02693510055542
6,7.161147832870483
7,6.926960229873657
8,6.98244571685791
9,6.987616539001465
10,6.957955837249756
11,7.2403130531311035
12,2.9701199531555176
13,7.22782039642334
14,7.0338757038116455
15,7.244982481002808
16,7.177951335906982
17,7.054492712020874
18,7.118249416351318
19,7.052472829818726
