epoch,time
0,4.931306838989258
1,6.8773558139801025
2,6.892882347106934
3,6.904180288314819
4,6.9059083461761475
5,6.921839237213135
6,6.926285266876221
7,6.920626878738403
8,6.917866468429565
9,6.929252862930298
10,6.916610479354858
11,6.919965028762817
12,6.938016414642334
13,6.93690299987793
14,6.938748359680176
15,6.945012092590332
16,6.939391613006592
17,6.9372398853302
18,6.9426069259643555
19,6.943899154663086
20,6.942891836166382
21,6.943962097167969
22,6.955690145492554
23,6.9554243087768555
24,6.96824049949646
25,6.980587959289551
26,6.964153051376343
27,6.980664253234863
28,6.956881999969482
29,6.968246698379517
30,6.9706525802612305
31,7.000334978103638
32,6.980049133300781
33,6.997761964797974
34,6.965921401977539
35,6.991386890411377
36,6.986271142959595
37,6.972144365310669
38,6.976880311965942
39,6.98535680770874
40,6.97858452796936
41,6.988525629043579
42,6.9910876750946045
43,7.015629053115845
44,7.010132551193237
45,6.949431896209717
46,6.939783096313477
47,6.932286024093628
48,6.93757700920105
49,6.9270524978637695
