epoch,time
0,15.306987762451172
1,8.534531116485596
2,8.216306924819946
3,3.88486909866333
4,8.425968885421753
5,8.387908935546875
6,8.410960674285889
7,8.455629587173462
8,8.463472843170166
9,3.9086921215057373
10,3.911677122116089
11,3.916161298751831
12,3.9057984352111816
13,3.8789865970611572
14,8.445254802703857
15,3.9176130294799805
16,3.936699628829956
17,3.928100824356079
18,3.924323320388794
19,3.937345266342163
20,3.9146721363067627
21,3.926421880722046
22,8.47140121459961
23,8.482174158096313
24,3.934173822402954
25,8.472611904144287
26,8.483101844787598
27,8.506274938583374
28,8.534117937088013
29,3.9703736305236816
30,3.9694344997406006
31,3.9732654094696045
32,3.934920072555542
33,3.928534746170044
34,8.435352325439453
35,3.9599449634552
36,8.515362739562988
37,8.54359483718872
38,8.50664758682251
39,3.964451789855957
40,3.9973018169403076
41,3.9908154010772705
42,8.518343925476074
43,3.649648427963257
44,8.56831407546997
45,4.006752967834473
46,8.521685361862183
47,8.493793725967407
48,8.493657350540161
49,8.678598642349243
50,8.629642963409424
51,8.259064674377441
52,8.571074962615967
53,8.627610683441162
54,8.61277461051941
55,8.63887619972229
56,4.037502765655518
57,8.518610000610352
58,3.790588855743408
59,8.11063838005066
60,8.640232563018799
61,8.598366022109985
62,8.622227907180786
63,8.605562925338745
64,4.05482029914856
65,8.610111236572266
66,8.60622501373291
67,8.599123001098633
68,8.597898721694946
69,8.574992656707764
70,8.584960460662842
71,3.8946969509124756
72,3.7284140586853027
73,8.615057229995728
74,8.627085208892822
75,8.657871961593628
76,8.623921871185303
77,8.578030347824097
78,8.561622142791748
79,8.630778074264526
80,8.572710752487183
81,8.629460096359253
82,8.62683892250061
83,8.674728631973267
84,8.594216108322144
85,3.9154326915740967
86,3.650944709777832
87,8.202896356582642
88,8.593347787857056
89,8.603624820709229
90,8.665749073028564
91,3.6466612815856934
92,8.50411581993103
93,8.65046763420105
94,8.655372381210327
95,3.8572449684143066
96,3.686500310897827
97,3.816988229751587
98,3.801696538925171
99,3.642667531967163
