epoch,time
0,12.932568073272705
1,7.167446851730347
2,7.1877992153167725
3,7.271756172180176
4,7.248069763183594
5,7.251969575881958
6,7.267139911651611
7,7.324410438537598
8,7.241815090179443
9,7.206066131591797
10,7.252824544906616
11,7.249635696411133
12,7.235976696014404
13,7.245297431945801
14,7.281098365783691
15,7.29377818107605
16,7.289697885513306
17,7.319620370864868
18,7.352225303649902
19,7.291365146636963
20,7.2952539920806885
21,7.323940277099609
22,7.298107385635376
23,7.338122844696045
24,7.275254249572754
25,7.354107618331909
26,7.26296854019165
27,7.28045654296875
28,7.355262994766235
29,7.353365182876587
30,7.300588130950928
31,7.2997941970825195
32,7.266241788864136
33,7.364043235778809
34,7.3402581214904785
35,7.34437894821167
36,7.281617879867554
37,7.356892108917236
38,7.299291133880615
39,7.2883687019348145
40,7.334784269332886
41,7.375570058822632
42,7.323165655136108
43,7.2967283725738525
44,7.423279523849487
45,7.250382423400879
46,7.2944910526275635
47,7.426864147186279
48,7.374041557312012
49,7.3882105350494385
