epoch,time
0,9.076091051101685
1,3.722774028778076
2,3.7675297260284424
3,8.327605724334717
4,8.28217625617981
5,3.7931554317474365
6,3.871016263961792
7,8.522699356079102
8,4.000524520874023
9,4.173497915267944
10,4.052528142929077
11,8.486030101776123
12,4.0023181438446045
13,4.040033340454102
14,4.187946796417236
15,4.390915632247925
16,4.121355295181274
17,8.554407596588135
18,4.288723468780518
19,4.390022039413452
