epoch,time
0,11.95517110824585
1,10.87032699584961
2,11.335832118988037
3,11.110417366027832
4,11.010602235794067
5,11.121719360351562
6,11.12332534790039
7,11.066163539886475
8,11.201122045516968
9,11.107614517211914
10,11.117329359054565
11,11.179195404052734
12,11.127938270568848
13,11.18850064277649
14,11.17284870147705
15,11.218730449676514
16,11.27912425994873
17,11.176443099975586
18,11.227845907211304
19,11.230480670928955
20,11.303487062454224
21,11.09339952468872
22,11.201900959014893
23,11.193147659301758
24,11.194137334823608
25,11.216128826141357
26,11.369489669799805
27,11.197805643081665
28,11.251101016998291
29,11.233566045761108
30,11.202319860458374
31,11.252492666244507
32,11.318139791488647
33,11.297731399536133
34,11.270354986190796
35,11.207949876785278
36,11.214660406112671
37,11.230186939239502
38,11.285698413848877
39,11.159440040588379
40,11.149245977401733
41,11.225919008255005
42,11.200750350952148
43,11.188812255859375
44,11.204655408859253
45,11.16176724433899
46,11.198137998580933
47,11.306400775909424
48,11.207864999771118
49,11.227368354797363
50,11.202588558197021
51,11.248090267181396
52,11.23225736618042
53,11.24109148979187
54,11.228654384613037
55,11.24255919456482
56,11.219758033752441
57,11.323686122894287
